dim,model,split,mse,mae,relative_l2,relative_l2_percent,parameters
1,MLP,test,4.024037771159783e-05,0.004642933886498213,0.015426404401659965,1.5426404401659966,197760
1,MLP,ood_test,0.00045715210144408046,0.015550247393548489,0.05474501177668571,5.4745011776685715,197760
1,CNN,test,2.519606878195191e-05,0.002864225395023823,0.011969580687582493,1.1969580687582493,62657
1,CNN,ood_test,0.0010909417178481817,0.02556646093726158,0.084673972427845,8.4673972427845,62657
1,FNO,test,1.5688262692492573e-06,0.0008918419480323792,0.003044776013121009,0.3044776013121009,287489
1,FNO,ood_test,0.00013856234872946515,0.008043935336172581,0.030149807408452033,3.0149807408452034,287489
