dim,model,split,mse,mae,relative_l2,relative_l2_percent,parameters
2,MLP,test,0.0002446555430651642,0.010594115406274796,0.06827055141329766,6.827055141329766,1575936
2,MLP,ood_test,0.0002227643912192434,0.010402507428079844,0.06897585168480873,6.897585168480873,1575936
2,CNN,test,1.3037964322393235e-06,0.000717173470184207,0.004984065284952521,0.4984065284952521,312257
2,CNN,ood_test,6.316984035947826e-05,0.00514058480039239,0.03670076392591,3.670076392591,312257
2,FNO,test,1.0840298102721136e-06,0.0007105289201717824,0.004536838131025433,0.4536838131025433,1188385
2,FNO,ood_test,5.5806443197070624e-05,0.005592574132606387,0.03450532779097557,3.450532779097557,1188385
